PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
224313673,20063716,6,2020-03-25T11:00:00,"800 Block Highview St Pittsburgh, PA 15206",N,Morningside,5,THEFT FROM AUTO,3934 Theft from Vehicle,1014,,,0,0
224314041,20063737,6,2020-04-02T15:30:00,"4000 Block Cabinet St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle,903,,,0,0
224314194,20063752,27,2020-04-02T17:30:00,"Griffin St & Lelia St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1915,4,5,-80.0116654252907,40.4218223423212
224316513,20063792,14,2020-04-02T17:00:00,"500 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1915,2,5,-80.01134926681,40.4236063837975
224316588,20063804,14,2020-03-21T00:01:00,"500 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1915,2,5,-80.01134926681,40.4236063837975
224319027,20063860,0,2020-04-02T19:20:00,"5000 Block Lougean Ave Pittsburgh, PA 15207",N,Lincoln Place,4,99,9999 9999 - (Misc. Incident): ,3102,5,3,-79.9135652415746,40.3739465586209
224319637,20063877,27,2020-04-02T21:10:00,"3400 Block Fleming Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2703,1,1,-80.038226953709,40.4769999999468
224322043,20063901,3,2020-04-02T22:30:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery. / 901 Criminal Attempt,201,6,6,-80.0002903704474,40.4405261905044
-3238000070,20065571,0,2020-04-05T20:37:00,"2100 Block Mazette Pl Pittsburgh, PA 15205",N,Fairywood,6,99,9999 9999 - (Misc. Incident): ,2808,,,0,0
224395889,20065524,0,2020-04-05T19:00:00,"Arlington Ave & P J Mc Ardle Rdwy Pittsburgh, PA 15203",N,South Side Slopes,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1706,3,3,-79.9983323112472,40.4290282335176
224399623,20065163,0,2020-04-05T01:35:00,"300 Block McKee Pl Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): Forced Entry / 9998 Overdose Other,405,3,3,-79.9577063860126,40.4383720870111
224419559,20065995,99,2020-04-06T10:00:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,DRUG INVESTIGATION,9124 Drug Investigation,2019,7,2,-79.9579476679689,40.4673830136992
224430855,20066217,14,2020-04-06T22:27:00,"600 Block Tarragonna St Pittsburgh, PA 15210",N,Bon Air,3,CRIM MISCHIEF,3304 Criminal Mischief.,1806,,,0,0
224432118,20066262,10,2020-04-07T00:34:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,HARRASSMENT,2709 Harassment (Non-Specific),1803,3,5,-79.9937050598573,40.4218022561637
224433232,20065238,6,2020-04-05T06:00:00,"800 Block Boggs Ave Pittsburgh, PA 15211",Y,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1915,4,5,-80.0124149933919,40.4184977479424
224619587,20069556,27,2020-04-12T17:30:00,"70 Block Wyoming St Pittsburgh, PA 15211",Y,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.0065798668721,40.428385640795
224621521,20069569,99,2020-04-12T19:11:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,9,2,-79.8928013971768,40.4496546331193
224621944,20069592,3,2020-04-12T18:30:00,"60 Block Rostock St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,ROBBERY,3701 Robbery. / 3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a) Harassment. / 2701 Simple Assault. / 2706 Terroristic Threats. / 907 Possessing Instruments of Crime.,2620,1,1,-79.9968102473796,40.462428383812
224623382,20069637,0,2020-04-12T20:18:00,"1600 Block Concordia St Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,2902,,,0,0
224623682,20069666,18,2020-04-12T21:17:00,"1500 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 3503 Criminal Trespass / 9093 Indirect Criminal Contempt,3206,4,5,-80.0052640514232,40.3921463000021
224626327,20069714,5,2020-04-12T23:00:00,"2900 Block N Charles St Pittsburgh, PA 15214",N,Perry South,1,BURGLARY,3502 Burglary.,2615,6,1,-80.0111836603721,40.4705076955718
224628029,20069757,5,2020-04-13T02:28:00,"7200 Block Reynolds St Pittsburgh, PA 15208",Y,Point Breeze,4,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3503 Criminal Trespass,1406,9,3,-79.9030862964986,40.446396694413
224322169,20063937,6,2020-04-02T19:00:00,"500 Block Overbrook Blvd Pittsburgh, PA 15210",N,Overbrook,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3204,,,0,0
224328323,20064067,27,2020-04-03T07:35:00,"N Craig St & Baum Blvd Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,507,6,3,-79.9533372673389,40.4540016585049
224329720,20064086,27,2020-04-03T06:30:00,"Greenfield Rd & Hobart Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1413,5,3,-79.9365204654017,40.4328561224722
224335129,20064155,0,2020-04-03T10:55:00,"300 Block Hancock St Pittsburgh, PA 15219",N,Polish Hill,2,99,9999 9999 - (Misc. Incident): Roommate Dispute,605,7,6,-79.9663816280819,40.458571430952
224337159,20064224,11,2020-04-01T08:00:00,"700 Block Hazelwood Ave Pittsburgh, PA 15217",N,Greenfield,4,CREDIT CARDS,4106 Access Device Fraud,1517,5,3,-79.9330729845972,40.4197989425339
224337952,20064237,10,2020-04-03T13:26:00,"600 Block Griffin St Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT,2709 Harassment (Non-Specific),1915,4,5,-80.0116831171338,40.4217970738296
224351678,20064422,99,2020-04-03T18:55:00,"5300 Block Beeler St Pittsburgh, PA 15217",N,Squirrel Hill North,4,NOISE COMPLAINT - CITATION,9132 Noise Complaint - Citation,1401,8,3,-79.9336743931519,40.4454236079869
224356479,20060307,0,2020-03-28T02:05:00,"100 Block Stewart Ave Pittsburgh, PA 15227",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,4,3,-79.979466107848,40.3824895484088
224358893,20064534,0,2020-04-03T23:13:00,"3400 Block Beechwood Blvd Pittsburgh, PA 15217",N,Greenfield,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1517,5,3,-79.927154172357,40.4196440935209
224336347,20064183,10,2020-04-03T11:50:00,"600 Block Tarragonna St Pittsburgh, PA 15210",Y,Bon Air,3,SIMPLE ASSAULT,2701 Simple Assault.,1806,,,0,0
224337171,20064193,10,2020-04-03T12:07:00,"100 Block Stoebner Way Pittsburgh, PA 15206",N,Larimer,5,RECKLESSLY ENDANGER ANOTH PER,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property",1204,,,0,0
224338060,20064188,99,2020-04-03T12:24:00,"1400 Block Forsythe St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2715,,,0,0
224350512,20064421,99,2020-04-03T18:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,6,1,-80.0165685056208,40.4568744092444
224379020,20064972,99,2020-04-04T19:03:00,"300 Block S Highland Ave Pittsburgh, PA 15206",Y,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),706,8,2,-79.9252022164462,40.4571041612852
224380662,20065083,6,2020-04-04T21:13:00,"1700 Block Eckert St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle / 5506 Loitering and Prowling at Night,2715,1,1,-80.0365738072021,40.4717766716997
224386882,20064825,99,2020-04-04T14:45:00,"50 Block Carrick Ave Pittsburgh, PA 15210",N,Carrick,3,DOG BITE,9492 Dog Bite,2904,4,3,-79.9823790579746,40.388760860011
224387556,20065250,0,2020-04-05T08:27:00,"100 Block Stanton Ct E Pittsburgh, PA 15201",N,Stanton Heights,5,99,9999 9999 - (Misc. Incident): Put Deer Down,1018,9,2,-79.9406749441752,40.4779697432016
224390097,20065332,10,2020-04-05T11:40:00,"200 Block Dinwiddie St Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT,2709(a) Harassment.,305,6,3,-79.9807130501689,40.4390819552508
224391041,20065338,10,2020-04-05T12:00:00,"500 Block S Highland Ave Pittsburgh, PA 15206",Y,Shadyside,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,706,8,2,-79.9249454802409,40.4530105952768
224475330,20066694,99,2020-04-07T19:01:00,"1200 Block Western Brg Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
224478239,20066723,0,2020-04-07T20:13:00,"1500 Block Rockland Ave Pittsburgh, PA 15216",Y,Beechview,6,99,9998 Overdose Other,1916,4,5,-80.0203678148169,40.4120381923726
224635784,20069887,6,2020-04-10T14:09:00,"3900 Block Foster St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle,603,,,0,0
224636223,20069842,29,2020-04-10T12:00:00,"1000 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood North,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1301,9,2,-79.887729584877,40.4565467004881
224636912,20069883,14,2020-04-13T10:35:00,"100 Block Mayflower St Pittsburgh, PA 15206",N,Larimer,5,CRIM MISCHIEF,3304 Criminal Mischief.,1208,,,0,0
224636999,20069935,14,2020-04-13T11:50:00,"600 Block Hollace St Pittsburgh, PA 15219",N,Middle Hill,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,501,6,3,-79.9674075238597,40.449953083209
-3352000884,20069951,27,2020-04-13T12:29:00,"4800 Block Penn Ave Pittsburgh, PA 15224",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1017,,,0,0
224381038,20065181,4,2020-04-05T02:45:00,"6700 Block Simonton St Pittsburgh, PA 15208",N,Point Breeze North,4,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,1405,,,0,0
224383695,20065194,10,2020-04-05T03:25:00,"2600 Block Centre Ave Pittsburgh, PA 15219",Y,Terrace Village,2,SIMPLE ASSAULT,2701 Simple Assault.,510,6,3,-79.9683796165261,40.4465060729526
224392860,20065406,99,2020-04-05T14:20:00,"3700 Block Mintwood St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),603,7,2,-79.9618415923953,40.4635705334872
-3249024368,20065507,14,2020-04-05T18:29:00,"500 Block Bellaire Ave Pittsburgh, PA 15226",Y,Brookline,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5505 Public Drunkenness,1919,5,3,-79.9468693668424,40.4071412112394
224410267,20062880,10,2020-04-01T11:15:00,"1700 Block Warren St Pittsburgh, PA 15212",Y,Fineview,1,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2509,,,0,0
224414375,20065871,0,2020-04-06T10:08:00,"2700 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,99,9993 PFA Service with Weapons Supplement,2018,2,5,-80.0492559577887,40.4532999321777
224416044,20065870,0,2020-04-06T10:12:00,"7800 Block Susquehanna St Pittsburgh, PA 15221",N,Homewood South,5,99,9993 PFA Service with Weapons Supplement,1304,9,2,-79.8891618801259,40.4493486243
224417088,20065923,6,2020-04-06T12:40:00,"1500 Block Eckert St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2715,1,1,-80.0337342820819,40.4713907935572
224431327,20065768,10,2020-04-06T07:30:00,"5000 Block Columbo St Pittsburgh, PA 15224",N,Garfield,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,1016,,,0,0
224432176,20066265,6,2020-04-06T07:15:00,"300 Block Stratford Ave Pittsburgh, PA 15232",N,Friendship,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,807,7,2,-79.9336084906258,40.4609598699408
224394577,20065455,26,2020-04-05T18:00:00,"4600 Block Irvine St Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,1501,5,3,-79.9459556710063,40.4145605687822
224399887,20065711,14,2020-04-06T02:42:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,CRIM MISCHIEF,3304 Criminal Mischief.,2304,1,1,-79.9986796721415,40.4522188227154
-3339001279,20065929,0,2020-04-06T13:00:00,"2400 Block Railroad St Pittsburgh, PA 15222",N,Strip District,2,99,9992 Governor's Order Violation,203,7,6,-79.9822693694483,40.4547588959841
224421568,20066031,99,2020-04-06T04:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1106,9,2,-79.9086166765251,40.4703056329977
224428635,20066084,10,2020-04-06T18:50:00,"2700 Block Churchview Ave Pittsburgh, PA ",Y,Carrick,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 5503 Disorderly Conduct.,2904,4,3,-79.9772637406224,40.3854397893326
224429992,20066146,99,2020-04-06T13:55:00,"Saw Mill Run Blvd & Woodruff St Pittsburgh, PA 15220",N,Duquesne Heights,3,FOUND PROPERTY,9489 Found Property,1911,2,5,-80.0199299522882,40.4258728267517
224431285,20066278,0,2020-04-07T01:20:00,"3500 Block Middletown Rd Pittsburgh, PA 15204",N,Chartiers City,6,99,8106 Shots Fired,2021,2,5,-80.0725324589107,40.4553780959142
224432129,20066294,99,2020-04-07T02:16:00,"300 Block E North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,AIDED CASE,9497 Aided Case,2204,,,-79.8427960425285,40.4125315408834
-3253007817,20066292,99,2020-04-07T02:08:00,"200 Block Elsinburg Way Pittsburgh, PA 15210",N,Knoxville,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,3001,,,0,0
224456918,20066437,0,2020-04-06T15:05:00,"20 Block Estella Ave Pittsburgh, PA 15211",Y,Mount Washington,3,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1807,3,5,-80.0006969725314,40.4203689668941
224478232,20066729,0,2020-04-07T20:30:00,"100 Block Charles St Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): Neighbor Dispute,3001,3,5,-79.988182545885,40.4166475121147
224480152,20066785,0,2020-04-07T23:26:00,"Brushton Ave & Tioga St Pittsburgh, PA 15221",N,Homewood South,5,99,8106 Shots Fired / 607.03 Discharging Firearm or Airgun,1304,9,2,-79.8900438530763,40.4512616356724
224480800,20066792,99,2020-04-07T23:46:00,"1200 Block DAGMAR Ave Pittsburgh, PA 15216",N,Beechview,6,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1916,4,5,-80.0234457199518,40.4167720315397
224506629,20067302,0,2020-04-08T19:50:00,"1400 Block W North Ave Pittsburgh, PA 15233",N,Manchester,1,99,9993 PFA Service with Weapons Supplement,2107,6,1,-80.0257679347062,40.4522152601019
224512135,20050786,0,2020-04-09T01:50:00,"N Highland Ave & Broad St Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident):  Missing Axon Body Camera,1115,9,2,-79.9243482726185,40.4624984105196
224538351,20067761,6,2020-04-09T12:47:00,"500 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1918,4,5,-80.0236345649749,40.3962210607594
224638440,20069971,0,2020-04-13T13:16:00,"5400 Block Penn Ave Pittsburgh, PA 15206",N,Garfield,5,99,9999 9999 - (Misc. Incident): ,1114,9,2,-79.9364192029157,40.4644491354606
224638838,20069965,10,2020-04-13T08:30:00,"E North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,HARRASSMENT,2709 Harassment (Non-Specific) / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2204,1,1,-80.0008605313827,40.4565402448023
224638899,20069975,10,2020-04-13T13:05:00,"100 Block Station Square Dr W Pittsburgh, PA 15219",N,South Shore,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1921,2,5,-80.0036478024497,40.4333960846227
224639204,20069996,6,2020-04-13T13:00:00,"500 Block Francis St Pittsburgh, PA 15219",N,Middle Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,501,6,3,-79.9674943439785,40.4471403898624
224639897,20070009,6,2020-04-07T00:01:00,"600 Block Kirtland St Pittsburgh, PA 15208",N,Point Breeze,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1406,9,3,-79.9077832292982,40.4456421377292
224640268,20069953,6,2020-04-13T12:41:00,"2100 Block Noblestown Rd Pittsburgh, PA 15205",Y,Westwood,6,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2811,2,5,-80.0535471500779,40.4314604040809
224640428,20070010,27,2020-04-13T14:15:00,"Saw Mill Run Blvd Ramp & Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1806,,,0,0
224641286,20070015,14,2020-04-11T03:50:00,"400 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-80.0039886127867,40.4408500373462
224641610,20070016,0,2020-04-08T14:00:00,"1900 Block S 18th St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): ,1706,3,3,-79.9794932819839,40.4246466015742
224641665,20070029,27,2020-04-13T14:35:00,"5200 Block Centre Ave Pittsburgh, PA 15224",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,709,8,2,-79.9409226091318,40.4545232336817
224642241,20070059,0,2020-04-13T00:01:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9999 9999 - (Misc. Incident): ,509,6,3,-79.9738397090324,40.4509833047534
-3270014235,20066467,27,2020-04-07T11:20:00,"1600 Block Rutledge St Pittsburgh, PA 15211",N,Duquesne Heights,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1911,2,5,-80.0236969509156,40.439722885363
224461508,20066451,5,2020-04-07T10:00:00,"1500 Block 5th Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3503(a) Criminal Trespass,305,6,3,-79.9850250905646,40.438539598023
224466585,20066548,6,2020-04-07T07:00:00,"5200 Block Lytle St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1501,5,3,-79.9451793141513,40.4050425516766
224490825,20067041,29,2020-04-08T10:23:00,"1300 Block Chicago St Pittsburgh, PA 15214",N,Northview Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2609,1,1,-80.0018064639388,40.4780460801605
224502952,20067210,6,2020-04-08T16:00:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2708,1,1,-80.0351980801124,40.483254528056
224502957,20067174,10,2020-04-08T14:10:00,"300 Block Linnview Ave Pittsburgh, PA 15210",N,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.,2902,4,3,-79.9844668431079,40.4036776472112
224503303,20067197,27,2020-04-04T16:00:00,"5800 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,705,8,2,-79.9314698462019,40.4576355164051
224504288,20067236,10,2020-04-08T17:00:00,"100 Block Stewart Ave Pittsburgh, PA 15227",N,Carrick,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2904,4,3,-79.979466107848,40.3824895484088
224507713,20067292,0,2020-04-08T18:30:00,"6300 Block Ebdy St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): Neighbor Dispute,1414,5,3,-79.9237393123339,40.4244281297691
224508889,20067293,99,2020-04-08T17:45:00,"Saw Mill Run Blvd & Maytide St Pittsburgh, PA 15210",N,Overbrook,3,FOUND PROPERTY,9489 Found Property,3204,4,5,-79.9950850672782,40.3847155716283
224510309,20067386,99,2020-04-08T21:19:00,"N Highland Ave & Bryant St Pittsburgh, PA 15206",N,Highland Park,5,AIDED CASE,9497 Aided Case,1102,7,2,-79.9187894197609,40.4745100522827
224482353,20066879,0,2020-04-08T02:01:00,"100 Block Hackstown St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9998 Overdose Other,1706,,,0,0
224490677,20067037,29,2020-04-08T09:00:00,"6800 Block Mcpherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1405,9,2,-79.9083351385371,40.4546578651435
224497871,20067102,0,2020-04-08T12:00:00,"400 Block Grant St Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.9974986104995,40.4383790984651
